,videoId,title,description,publishedAt,commentCount,dislikeCount,favoriteCount,likeCount,viewCount
84,YxqWaKFX-IE,2億回記念！本気ネタ！『退場になってダダこねまくる奴』【JARUJARUTOWER】,ジャルジャルが毎日１本ネタを無料配信するYoutube公式チャンネル「JARU JARU TOWER」で配信している動画の合計再生回数が2億回を突破しました。...,2019-09-27T09:00:10.000Z,829,300,0,8929,804695
85,K2FAlsc90-A,2億回記念！本気ネタ！『高校生を子供扱いする奴』【JARUJARUTOWER】,ジャルジャルが毎日１本ネタを無料配信するYoutube公式チャンネル「JARU JARU TOWER」で配信している動画の合計再生回数が2億回を突破しました。...,2019-09-27T09:00:03.000Z,676,106,0,7419,457106
86,xa05QtpJtAY,『喋るスピード指導する奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-09-27T09:00:10.000Z,269,31,0,1481,88040
87,LG2A51QJhd4,2億回記念！本気ネタ！『お尻ケガした奴』【JARUJARUTOWER】,ジャルジャルが毎日１本ネタを無料配信するYoutube公式チャンネル「JARU JARU TOWER」で配信している動画の合計再生回数が2億回を突破しました。...,2019-09-27T09:00:03.000Z,476,143,0,5764,513981
88,GW30zOaqQiI,2億回記念！本気ネタ！『ノリツッコミ長い奴』【JARUJARUTOWER】,ジャルジャルが毎日１本ネタを無料配信するYoutube公式チャンネル「JARU JARU TOWER」で配信している動画の合計再生回数が2億回を突破しました。...,2019-09-27T09:00:02.000Z,865,322,0,10108,1088316
89,O3HkWv3U7qU,2億回記念！本気ネタ！『尻にペットボトル入れるのバレる奴』【JARUJARUTOWER】,ジャルジャルが毎日１本ネタを無料配信するYoutube公式チャンネル「JARU JARU TOWER」で配信している動画の合計再生回数が2億回を突破しました。...,2019-09-27T09:00:02.000Z,283,45,0,2267,173947
90,1iKQMZfGEAs,2億回記念！本気ネタ！『ピアニストとコラボする奴』【JARUJARUTOWER】,ジャルジャルが毎日１本ネタを無料配信するYoutube公式チャンネル「JARU JARU TOWER」で配信している動画の合計再生回数が2億回を突破しました。...,2019-09-27T09:00:02.000Z,438,45,0,1965,82236
91,-wf94CUDDPg,2億回記念！本気ネタ！『変わってる奴』【JARUJARUTOWER】,ジャルジャルが毎日１本ネタを無料配信するYoutube公式チャンネル「JARU JARU TOWER」で配信している動画の合計再生回数が2億回を突破しました。...,2019-09-27T09:00:00.000Z,657,110,0,7251,384223
92,76pwJaymvf0,2億回記念！本気ネタ！『笛が落ちずにすんだ奴』【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-09-27T09:00:01.000Z,363,17,0,4044,106266
93,FEMk0JbFEXY,2億回記念！本気ネタ！『しょーもないことでもめる奴』【JARUJARUTOWER】,ジャルジャルが毎日１本ネタを無料配信するYoutube公式チャンネル「JARU JARU TOWER」で配信している動画の合計再生回数が2億回を突破しました。...,2019-09-27T09:00:02.000Z,375,43,0,2832,202907
94,1VXcAPbPDiM,2億回記念！本気ネタ！『知らんOBの挨拶ダルイ奴』【JARUJARUTOWER】,ジャルジャルが毎日１本ネタを無料配信するYoutube公式チャンネル「JARU JARU TOWER」で配信している動画の合計再生回数が2億回を突破しました。...,2019-09-27T09:00:00.000Z,451,105,0,6881,389432
95,nb19pgB_mC4,2億回記念！本気ネタ！『デビュー曲のタイトル勝手に決める奴』【JARUJARUTOWER】,ジャルジャルが毎日１本ネタを無料配信するYoutube公式チャンネル「JARU JARU TOWER」で配信している動画の合計再生回数が2億回を突破しました。...,2019-09-27T09:00:09.000Z,351,89,0,3195,364201
96,3gClxCwNUjw,2億回記念！本気ネタ！『頭おかしい奴』【JARUJARUTOWER】,ジャルジャルが毎日１本ネタを無料配信するYoutube公式チャンネル「JARU JARU TOWER」で配信している動画の合計再生回数が2億回を突破しました。...,2019-09-27T09:00:00.000Z,932,157,0,7358,573949
97,JCWTU6hfH9w,2億回記念！本気ネタ！『何回も確認する奴』【JARUJARUTOWER】,ジャルジャルが毎日１本ネタを無料配信するYoutube公式チャンネル「JARU JARU TOWER」で配信している動画の合計再生回数が2億回を突破しました。...,2019-09-27T09:00:05.000Z,407,108,0,4666,416422
98,2fuKvKLPIDk,2億回記念！本気ネタ！『人質チョイスミスった奴』【JARUJARUTOWER】,ジャルジャルが毎日１本ネタを無料配信するYoutube公式チャンネル「JARU JARU TOWER」で配信している動画の合計再生回数が2億回を突破しました。...,2019-09-27T09:00:00.000Z,1845,1312,0,44031,2822377
99,_YR-a_uTEPo,2億回記念！本気ネタ！『何回も生き返らされる奴』【JARUJARUTOWER】,ジャルジャルが毎日１本ネタを無料配信するYoutube公式チャンネル「JARU JARU TOWER」で配信している動画の合計再生回数が2億回を突破しました。...,2019-09-27T09:00:10.000Z,785,482,0,12105,1266020
100,RPXFYBRJVMw,『独裁者の卵な奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-09-25T09:00:07.000Z,1537,370,0,13494,1085956
101,uT0fVxDwTS8,『一瞬変なこと言った医者な奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-09-24T09:00:13.000Z,716,100,0,4789,282824
102,oYG6-IpG-vw,『キングオブコント決勝でやったネタ「野球部」をする奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-09-21T13:15:00.000Z,1362,232,0,8640,617545
103,EyGMilxXmOA,『キングオブコント決勝でやったネタ「空き巣」をする奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-09-21T13:15:01.000Z,1727,206,0,8431,776288
104,57FeWkbkkDs,『ウケ過ぎてテンション下がる奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-09-21T09:00:01.000Z,1421,49,0,2906,189729
105,fPPoUnqrV9k,『路上でやるには向いてない漫才する奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-09-20T09:00:11.000Z,789,68,0,2944,192534
106,8oY3kmyNjQ4,『転校初日に熟睡する奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-09-19T09:00:00.000Z,998,87,0,4385,278452
107,i_XpwEohjng,『焦らんタイプの奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-09-18T09:00:12.000Z,963,100,0,5442,372460
108,5avDGZu7FAI,『カラオケ延長するかどうかわからん奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-09-14T09:00:02.000Z,1034,198,0,3863,326700
109,MgPH9moXd7U,『革ジャン着てる和食料理人な奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-09-13T09:00:04.000Z,634,53,0,2266,157138
110,FGi-PRGC0ZE,『笑うときバシバシ叩く奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-09-12T09:00:03.000Z,902,43,0,2378,134282
111,evN6vhOXfhg,『ツッコミ下手な関東人に頑張って喋りかける奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-09-11T09:00:08.000Z,1213,89,0,4630,251898
112,XX6EOBjIUXU,『無名のミュージシャンに取材する奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-09-10T09:00:09.000Z,634,78,0,2568,244762
113,9h9kg62-QMQ,『失礼なこと言われてもグッとこらえる奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-09-09T09:00:00.000Z,546,57,0,1964,155558
114,xMypq32ThsI,『「続いてはジョージのコーナーです！」って言わされる奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-09-08T09:00:12.000Z,868,71,0,2407,175108
115,psU8wybcKt4,『客逃す奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-09-07T09:00:12.000Z,419,40,0,1845,129549
116,tIEluoU6M4s,『チャラ男番長のネタを見る奴 パート38』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-09-06T09:00:16.000Z,676,4820,0,795,62433
117,RNC8LvbH_OE,『そりゃモノマネされる奴をモノマネする南っていう奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-09-04T09:00:05.000Z,975,77,0,3213,133502
118,eLcLnUAp8bc,『バイト面接を受ける、関東出身のツッコミ下手な人な奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-09-03T09:00:09.000Z,1794,170,0,6803,391945
119,Lt0n4oIyn24,『昼休みにタトゥー入れた奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-09-02T09:00:10.000Z,1169,290,0,5570,705126
120,HsiyEMuTqOQ,『低姿勢頑固大将な奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-09-01T09:00:06.000Z,946,90,0,3101,284461
121,r39HgtdJnfg,『客どかす奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-08-31T09:00:16.000Z,890,113,0,3004,258267
122,EimMH-Tj5dU,『タトゥーの痛み耐えられへん奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-08-28T09:00:05.000Z,1091,131,0,4756,443901
123,DsyW7dBpp08,『南っていう奴〜バイトの面接〜』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-08-27T09:00:02.000Z,840,99,0,4099,241422
124,UseRaR6gHD8,『写真撮る時、顔にチャラさ出る奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-08-25T09:00:09.000Z,630,108,0,3373,226747
125,Lrm3j56eJ5I,『ヤツって言う奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-08-24T09:00:05.000Z,725,74,0,3562,294528
126,d6YhT25_IT8,『再会を予言したこと忘れる奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-08-22T09:00:05.000Z,594,49,0,2203,151796
127,9v62OXOa_CI,『顔つる奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-08-21T09:00:02.000Z,642,40,0,2210,110818
128,ZqNrR9uQyto,ジャルっと！爆ハリ！＃171,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-08-19T09:00:05.000Z,120,37,0,173,10185
129,krFc0_M4XWY,『言語覚える天才な奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-08-19T09:00:07.000Z,2133,388,0,13233,1093674
130,wTK1pMU3ZBA,『勇気、持続せーへん奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-08-18T09:00:09.000Z,495,60,0,1941,144789
131,ctSJkyyLK50,『入院してる病室教えへん奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-08-16T09:00:15.000Z,1047,208,0,7455,650018
132,digaQhVm020,『密着ＯＫ、カメラＮＧな奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-08-15T09:00:14.000Z,653,116,0,3508,325293
133,8M6JrkLAuoE,『木片でどつく奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-08-13T09:00:00.000Z,574,34,0,1935,134985
134,yHo3UGtl7L0,じゃルっと！爆ハリ！＃170,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-08-12T09:00:08.000Z,158,47,0,232,12738
135,1E8ifWALfD4,『そば息子やのにダメ息子の奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-08-12T09:00:00.000Z,613,56,0,1900,128618
136,u0WMN9vOAvY,『堂々としてたけど本当は怖かった奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-08-11T09:00:07.000Z,1146,210,0,5769,444517
137,RAj_jVGIK7k,『日常、オノバサミな奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-08-10T09:00:04.000Z,425,31,0,1561,94605
138,CMztIqNLdZs,『地声良いのに歌声普通の奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-08-09T09:00:00.000Z,959,204,0,10886,1070326
139,9MjTFALthfU,『空手でスコップ使う奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-08-08T09:00:02.000Z,669,72,0,2261,217138
140,YewBdWiFAXw,『３分の漫才を１分に縮める奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-08-07T09:00:04.000Z,702,116,0,2880,305810
141,N5kqPXc2l0o,『南っていう奴〜店予約電話〜』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-08-05T09:00:02.000Z,1155,182,0,9616,579460
142,JxrETwzTuf8,ジャルっと！爆ハリ！#169,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-08-05T09:00:03.000Z,154,222,0,222,9777
143,J3x02gpZR1s,『デコ狭いのにキレやすい奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-08-04T09:00:04.000Z,518,57,0,1690,119682
144,QFdRDUWvfNQ,『チャラ男番長のネタを見る奴 パート35』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-08-03T09:00:03.000Z,621,3707,0,591,58664
145,0D2JXaK0qNo,『「あちゃー」って言うてくる奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-08-02T09:00:00.000Z,689,57,0,2594,178147
146,7s3_EEJbAYQ,『なかよしっぱなな奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-08-01T09:00:01.000Z,507,52,0,1471,57481
147,KttXA0pGfQs,『サラ毛ヘルメット坊主の奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-07-31T09:00:03.000Z,519,29,0,1522,82299
148,d_VmUKEOQjE,『南っていう奴〜銀行強盗〜』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-07-30T09:00:13.000Z,781,45,0,3709,159656
149,C-EvvDnGKgg,ジャルっと！爆ハリ！#168,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-07-29T09:00:00.000Z,181,22,0,193,10211
150,eRPgIOl6VHI,『ブラジル卓球のカルデラノをしてる奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-07-29T09:00:04.000Z,660,50,0,1565,97300
151,VVna70cuoaM,『１年間けん玉練習するって言って、しなかった奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-07-28T09:00:04.000Z,1038,168,0,5079,472856
152,4SLpK7Phy-c,『無駄にムキムキなった奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-07-26T09:00:00.000Z,580,32,0,2310,119889
153,gvJtxDTnPLQ,『話し合い進まない奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-07-24T09:00:12.000Z,632,49,0,1905,127240
154,K1t2_dCJr48,コメント読む奴〜6月編〜,このチャンネルはジャルジャルの公式チャンネルです！ コメントを読む奴は今後、毎月発表して行きます！ 更新は撮影の関係で固定の曜日ではあ...,2019-07-23T09:00:02.000Z,548,29,0,2077,74057
155,QhtMB3UDmnc,『「つー！」って言う奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-07-23T09:00:02.000Z,706,50,0,2434,163352
156,KJ5M_bvekHU,『わだかまり感じる奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-07-22T09:00:09.000Z,555,51,0,2086,207592
157,hKKn5AHYK4E,ジャルっと！爆ハリ！#167,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-07-22T09:00:10.000Z,160,21,0,268,15963
158,ViExjY_tWO4,『南っていう奴〜家庭教師〜』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-07-21T09:00:03.000Z,773,74,0,4844,268110
159,SXMbT-semDI,『会話の間で黙る奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-07-19T09:00:04.000Z,508,47,0,2354,152599
160,k4GyvUH1J5g,『お互いにきしょいと思い合ってる奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-07-18T09:00:07.000Z,2348,404,0,15759,1236083
161,2zvAnCDprZs,『殴られるん下手な奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-07-17T09:00:02.000Z,506,53,0,2919,172072
162,94jmvfkaYQc,『高学歴やけど不採用なる奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-07-15T09:00:04.000Z,976,406,0,6428,861764
163,b59aeI6c8oI,『珍しい名前のせいで不採用なる奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-07-12T09:00:10.000Z,1290,320,0,9044,959413
164,bf_xxwD3pKg,『滑舌良すぎて、話逸れる奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-07-11T09:00:10.000Z,1139,222,0,6404,480573
165,CxIrO3UC0iQ,『壁茶色やから帰る奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-07-09T09:00:00.000Z,396,51,0,2193,148751
